SpCluster,Station,Year,dens.percomp.change,dens.weight.mean,dens.weight.mean.y1,dens.percomp,dens.percomp.y1,SAVArea.percomp.change,SAVArea,denscomp.max,SAV_HA.max
Ruppia,EE2.2,2012,-0.05549168166550832,24.183388752000003,107.77077046950001,0.01605477863578373,0.07154646030129205,-0.06798155031483558,61.255174100000005,1506.3047146659999,2239.2529971
Ruppia,EE2.2,2013,5.067446248213162e-4,24.946700569500003,24.183388752000003,0.016561523260605046,0.01605477863578373,-0.006057793115636156,47.69024271,1506.3047146659999,2239.2529971
Ruppia,EE2.2,2014,0.08677600877554392,155.657811708,24.946700569500003,0.10333753203614897,0.016561523260605046,0.0758608380607267,217.5618517,1506.3047146659999,2239.2529971
Ruppia,EE2.2,2015,0.055211749867250956,238.823530838,155.657811708,0.15854928190339992,0.10333753203614897,0.09712100081663436,435.04034386,1506.3047146659999,2239.2529971
Ruppia,EE2.2,2016,0.18337339815652556,515.0397450255,238.823530838,0.3419226800599255,0.15854928190339992,0.20939273102112124,903.9236443699999,1506.3047146659999,2239.2529971
Ruppia,EE2.2,2017,0.14155814967842045,728.2694532855,515.0397450255,0.48348082973834594,0.3419226800599255,0.13583842450760653,1208.10024357,1506.3047146659999,2239.2529971
Ruppia,EE2.2,2018,-0.29924833308906496,277.5102782975,728.2694532855,0.184232496649281,0.48348082973834594,-0.34793638711169106,428.98264593,1506.3047146659999,2239.2529971
Ruppia,EE2.2,2019,0.09148932848328598,415.3210851335,277.5102782975,0.275721825132567,0.184232496649281,0.11414744262083279,684.58764893,1506.3047146659999,2239.2529971
Ruppia,EE2.2,2020,-0.1716318662966046,156.79119574400002,415.3210851335,0.1040899588359624,0.275721825132567,-0.17753402805527055,287.04404452,1506.3047146659999,2239.2529971
Ruppia,EE3.0,1984,NA,0,NA,0,NA,NA,0,93.77346612699999,159.0976325
Ruppia,EE3.0,1985,0,0,0,0,0,0,0,93.77346612699999,159.0976325
Ruppia,EE3.0,1986,7.668079891876385e-4,0.071906243,0,7.668079891876385e-4,0,5.317211744178532e-4,0.08459558,93.77346612699999,159.0976325
