STATION	year	Chla.spme	Secc.spme	Sal.spme	Temp.spme	Temp.spmed	TP.spme	TP.spmed	TN.spme	Chla.summe	Chla.summax	Secc.summe	Secc.summed	Sal.summed	Sal.summax	Sal.summe	Temp.summin	Temp.summax	Temp.summe	Temp.summed	TP.summe	TN.summe	Sal.sumy1max	Temp.sumy1med	Temp.sumy1me	SpCluster	dens.weight.mean	dens.weight.mean.y1	dens.percomp.y1	dens.percomp	dens.percomp.change	denscomp.max	SAVArea
CB2.1	2001	6.8382	0.46	0.148	13.120000000000001	10.1	0.04474	0.0472	1.5527	12.36042857142857	37.38	0.6285714285714286	0.6	0	1.52	0.4157142857142857	20	28	25.1	26.5	0.05104285714285714	1.1279714285714286	0.92	24.1	24.12857142857143	Fresh	435.117231757	270.0677401955	0.1320052625123634	0.2126791017696408	0.08067383925727736	2045.8861643504997	770.36542266
CB2.1	2002	6.234999999999999	0.54	0.04	13.82	15	0.04138	0.043	1.15168	7.454714285714285	13.831	0.8285714285714286	0.9	0.39	3.38	0.8357142857142857	15	28.3	23.685714285714287	26.5	0.038528571428571426	0.9220142857142857	1.52	26.5	25.1	Fresh	183.1028664745	435.117231757	0.2126791017696408	0.08949807162542155	-0.12318103014421924	2045.8861643504997	543.0046250299999
CB2.1	2003	11.3338	0.54	0	11.08	12.9	0.060520000000000004	0.0517	1.74356	16.938714285714287	34.39	0.5142857142857142	0.5	0	0	0	15.7	28.4	23.442857142857143	26.7	0.05302857142857143	1.4927142857142857	3.38	26.5	23.685714285714287	Fresh	204.8559130085	183.1028664745	0.08949807162542155	0.10013065075570073	0.01063257913027916	2045.8861643504997	322.96722757
CB2.1	2004	11.4282	0.44	0	15.3	13.7	0.04836	0.0432	1.61324	6.208	18.939	1.125	1.1	0	0	0	21.1	28.2	25.1625	25.5	0.0359	1.489225	0	26.7	23.442857142857143	Fresh	422.0486608495	204.8559130085	0.10013065075570073	0.20629137055799304	0.10616071980229232	2045.8861643504997	1293.6382112299998
CB2.1	2005	4.8744000000000005	0.52	0.24	12.54	15.9	0.07278	0.0353	1.74884	6.616375	11.214	0.6625	0.7	0.035	1.51	0.36125	16.8	29.6	25.35	27.4	0.0389875	1.3143625	0	25.5	25.1625	Fresh	521.2758153405	422.0486608495	0.20629137055799304	0.2547921895282906	0.04850081897029754	2045.8861643504997	1146.32492597
CB2.1	2006	3.9792	0.66	0.23399999999999999	13.92	16.5	0.0366	0.0435	1.55372	3.460625	5.383	0.5625	0.6	0	1.17	0.19	17.4	28.7	24.15	25.75	0.043324999999999995	1.1592125	1.51	27.4	25.35	Fresh	334.0941353525	521.2758153405	0.2547921895282906	0.16330045198705556	-0.09149173754123502	2045.8861643504997	864.36802665
CB2.1	2007	2.0558	0.92	0	13.64	13.5	0.03101	0.0276	1.35835	5.902875	18.69	0.6625	0.6	0.365	2.89	0.915	19.7	28.8	24.6375	24.75	0.039	1.0314	1.17	25.75	24.15	Fresh	962.6863420549998	334.0941353525	0.16330045198705556	0.4705473641836864	0.3072469121966308	2045.8861643504997	1486.74961046
CB2.1	2008	6.109	0.44	0.026000000000000002	14.62	16.2	0.040080000000000005	0.0415	1.33156	8.135375	10.466	0.7	0.7	0	2.19	0.38875	17.9	29.6	25	25.75	0.0397375	1.0846	2.89	24.75	24.6375	Fresh	1519.882491818	962.6863420549998	0.4705473641836864	0.7428969012557508	0.27234953707206444	2045.8861643504997	2144.65831396
CB2.1	2009	14.275599999999999	0.48	0	15.08	18.1	0.0542	0.055	1.1774	11.493714285714285	21.36	0.5428571428571428	0.5	0	0	0	18.1	28.2	24.82857142857143	26.1	0.04655714285714286	1.1365285714285716	2.19	25.75	25	Fresh	1435.448117989	1519.882491818	0.7428969012557508	0.701626582652367	-0.04127031860338381	2045.8861643504997	2215.44310734
CB2.1	2010	8.811	0.4	0	13.233333333333334	15.8	0.04493333333333333	0.0415	1.3215666666666668	10.967833333333333	18.868	0.55	0.55	0.015	2.37	0.5766666666666667	16.6	28.2	25.3	26.7	0.04771666666666667	1.0282833333333334	0	26.1	24.82857142857143	Fresh	1307.0715970135	1435.448117989	0.701626582652367	0.6388779687693188	-0.0627486138830482	2045.8861643504997	1680.28785543
CB2.1	2011	4.616333333333333	0.23333333333333334	0	9.7	9.4	0.04781666666666667	0.0415	1.3956833333333334	14.014666666666667	23.496	0.4166666666666667	0.4	0	0.11	0.018333333333333333	15.1	28.8	23.96666666666667	24.15	0.050416666666666665	1.1972833333333335	2.37	26.7	25.3	Fresh	234.22748791	1307.0715970135	0.6388779687693188	0.11448705797585731	-0.5243909107934615	2045.8861643504997	601.45352628
CB2.1	2012	17.183	0.5333333333333333	0	16.366666666666667	16.8	0.038566666666666666	0.0415	1.2425666666666666	20.826	31.328	0.43333333333333335	0.4	0	0.68	0.135	20.6	29.5	25.266666666666666	25.85	0.056150000000000005	1.1946166666666667	0.11	24.15	23.96666666666667	Fresh	226.5859173175	234.22748791	0.11448705797585731	0.11075196717478826	-0.00373509080106905	2045.8861643504997	312.90350781
CB2.1	2013	18.084666666666667	0.4	0	13.2	16.2	0.039433333333333334	0.0415	1.1386666666666667	18.0776	21.36	0.52	0.5	0	0	0	17.1	29.7	24.84	25.9	0.04952	1.1094	0.68	25.85	25.266666666666666	Fresh	220.4615028095	226.5859173175	0.11075196717478826	0.10775844064593355	-0.00299352652885469	2045.8861643504997	313.33223515000003
CB2.1	2014	10.036333333333333	0.3666666666666667	0	12.233333333333334	12.5	0.05026666666666667	0.0532	1.5576666666666668	18.832333333333334	41.652	0.5166666666666666	0.5	0	0.13	0.021666666666666667	20.3	27.9	24.916666666666668	26	0.04558333333333333	1.2212833333333333	0	25.9	24.84	Fresh	232.0728132785	220.4615028095	0.10775844064593355	0.11343388372352346	0.00567544307758989	2045.8861643504997	358.46527051
CB2.1	2015	5.814666666666667	0.33333333333333337	0	11.033333333333333	10.1	0.07766666666666668	0.0509	1.6776666666666666	10.516833333333334	21.004	0.5	0.5	0	0.16	0.02666666666666667	19.4	28.6	25.266666666666666	26.05	0.04973333333333333	0.9886666666666667	0.13	26	24.916666666666668	Fresh	313.3269533195	232.0728132785	0.11343388372352346	0.15314974937472672	0.03971586565120326	2045.8861643504997	576.50056791
CB2.1	2016	14.180666666666667	0.5	0	12.4	11.9	0.03673333333333333	0.0366	1.4162333333333335	12.596499999999999	17.729	0.55	0.6	0.33	1.44	0.4533333333333333	15.1	28.2	25.083333333333332	27.049999999999997	0.04885	1.0426666666666666	0.16	26.05	25.266666666666666	Fresh	362.321234945	313.3269533195	0.15314974937472672	0.1770974559867679	0.02394770661204118	2045.8861643504997	681.71444114
CB2.1	2017	1.7086666666666668	0.7	0.04	11.3	12.5	0.0309	0.0287	1.1772333333333334	6.031714285714286	16.234	0.6714285714285714	0.7	0	0.24	0.03428571428571429	14.4	27.9	23.914285714285715	25.4	0.03641428571428572	1.1364	1.44	27.049999999999997	25.083333333333332	Fresh	314.9947353375	362.321234945	0.1770974559867679	0.15396493745657655	-0.02313251853019135	2045.8861643504997	616.19747391
CB2.1	2018	13.836666666666668	0.6666666666666666	0.32666666666666666	14.1	12.7	0.031566666666666666	0.034	1.4363333333333332	13.461857142857143	36.668	0.4642857142857143	0.5	0	0	0	22.1	27.7	24.12857142857143	23.5	0.06654285714285714	1.404057142857143	0.24	25.4	23.914285714285715	Fresh	395.5601373435	314.9947353375	0.15396493745657655	0.19334415777188516	0.0393792203153086	2045.8861643504997	601.69152113
CB2.1	2019	1.8333333333333333	0.7666666666666666	0	13.133333333333333	14.8	0.025566666666666668	0.0287	1.8200666666666667	10.694833333333333	18.868	0.5666666666666667	0.45	0	1.01	0.16833333333333333	18.8	29.9	24.816666666666666	24.75	0.046683333333333334	1.3178666666666667	0	23.5	24.12857142857143	Fresh	442.679125649	395.5601373435	0.19334415777188516	0.21637524773502528	0.02303108996314012	2045.8861643504997	776.96298032
CB2.1	2020	3.6046666666666662	0.5666666666666667	0	12.783333333333333	12.5	0.038816666666666666	0.03745	1.4592166666666666	10.369714285714286	21.716	0.5857142857142857	0.6	0	0.54	0.10714285714285715	19.4	29.9	26.785714285714285	27.7	0.0409	1.2034714285714285	1.01	24.75	24.816666666666666	Fresh	427.0630488675	442.679125649	0.21637524773502528	0.20874233195818015	-0.0076329157768451	2045.8861643504997	701.11518683
CB2.2	2000	1.2107	0.66	0.004	14.62	11.5	0.04537	0.041	1.37261	4.995571428571429	19.117	0.9428571428571428	1	1.23	4.48	1.5557142857142858	19.4	26.9	23.228571428571428	23.6	0.04543571428571429	1.2053571428571428	4.48	23.6	23.228571428571428	Fresh	23.3836256695	0	0	0.05596571138862069	0.05596571138862069	417.8205742285	77.62824721
CB2.2	2001	10.0228	0.5	1.3379999999999999	12.34	10.2	0.05462	0.05235	1.57018	4.3647857142857145	6.4795	0.8	0.8	1.51	5.27	2.57	18.9	27.7	24.314285714285713	26.2	0.05110714285714286	1.0548142857142857	4.48	23.6	23.228571428571428	Fresh	51.61383375850001	23.3836256695	0.05596571138862069	0.12353109670054964	0.06756538531192893	417.8205742285	83.38728659
CB2.2	2002	11.662700000000001	0.58	2.342	13.04	14.5	0.04177	0.0438	1.09086	4.397642857142857	11.4945	0.8142857142857143	0.8	2.94	5.94	2.567142857142857	14.5	27.3	23.1	25.9	0.04692857142857143	0.9093928571428571	5.27	26.2	24.314285714285713	Fresh	23.5205755285	51.61383375850001	0.12353109670054964	0.05629348332578027	-0.06723761337476936	417.8205742285	44.75768879
CB2.2	2003	5.0462	0.48	0.148	11.12	12.6	0.06856999999999999	0.06415	1.7953999999999999	8.358785714285714	12.1485	0.45714285714285713	0.5	0.18	0.68	0.19142857142857142	16.2	27.1	23.3	26.7	0.06277857142857143	1.527642857142857	5.94	25.9	23.1	Fresh	0.3194229075	23.5205755285	0.05629348332578027	7.644977945133747e-4	-0.05552898553126689	417.8205742285	1.27769163
CB2.2	2004	9.0459	0.44	0.06999999999999999	15.2	15.6	0.04535	0.0435	1.54434	7.2439374999999995	17.942	0.675	0.6499999999999999	0.005	1.91	0.33749999999999997	19.9	27.1	24.4875	25.4	0.0463125	1.4943	0.68	26.7	23.3	Fresh	80.6293362855	0.3194229075	7.644977945133747e-4	0.19297598361301613	0.19221148581850275	417.8205742285	161.96183483000002
CB2.2	2005	8.4629	0.49	0.866	12.06	13.5	0.05954	0.04745	1.66872	9.094375	19.5875	0.5375	0.55	1.995	3.41	2.055	16.6	29.3	24.5875	26.549999999999997	0.04875	1.25	1.91	25.4	24.4875	Fresh	191.73375785449997	80.6293362855	0.19297598361301613	0.45889017841817326	0.2659141948051571	417.8205742285	339.83984861
CB2.2	2006	6.9599	0.62	2.088	13.120000000000001	15.4	0.04078	0.0427	1.47365	7.094875	17.5685	0.525	0.55	1.82	3.53	1.785	17.2	28.3	23.55	24.7	0.054393750000000005	1.1011625	3.41	26.549999999999997	24.5875	Fresh	49.796074410500005	191.73375785449997	0.45889017841817326	0.11918052265005805	-0.3397096557681152	417.8205742285	129.69354333
CB2.2	2007	4.3594	0.62	0.154	12.44	12.9	0.04332	0.03825	1.50912	7.4329374999999995	11.962	0.7	0.7	2.39	5.15	2.56875	17.7	28.4	23.8875	24.4	0.03935	0.94354375	3.53	24.7	23.55	Fresh	46.1438821035	49.796074410500005	0.11918052265005805	0.11043946839789796	-0.00874105425216009	417.8205742285	102.59284631
CB2.2	2008	4.1324	0.56	0.6799999999999999	14.26	15.6	0.03949	0.03575	1.27424	19.9395625	113.7845	0.6625	0.6499999999999999	0.865	6.19	1.7725	16.5	28.7	24.1	25.450000000000003	0.0564875	1.12910625	5.15	24.4	23.8875	Fresh	62.576802888	46.1438821035	0.11043946839789796	0.14976955838890224	0.03933008999100429	417.8205742285	133.16699957999998
CB2.2	2009	4.0334	0.45999999999999996	0.366	14.64	17.2	0.05364	0.05395	1.25389	4.746214285714285	7.1555	0.7142857142857143	0.7	0.51	1.51	0.6785714285714286	18.7	27.9	24.414285714285715	25.6	0.04680714285714285	1.1148214285714286	6.19	25.450000000000003	24.1	Fresh	120.57881445699999	62.576802888	0.14976955838890224	0.2885899400230521	0.13882038163414986	417.8205742285	214.9966193
CB2.2	2010	12.46	0.36666666666666664	0.9833333333333334	13.200000000000001	14.9	0.0567	0.05495	1.5903333333333334	9.023083333333334	24.297	0.6499999999999999	0.6499999999999999	3.39	4.18	2.975	16.3	27.6	24.683333333333334	25.95	0.0501	0.9988833333333333	1.51	25.6	24.414285714285715	Fresh	115.664718513	120.57881445699999	0.2885899400230521	0.27682868113082587	-0.01176125889222623	417.8205742285	163.40758474
CB2.2	2011	4.2571666666666665	0.23333333333333334	0	9.766666666666666	9.1	0.0619	0.0556	1.1655	7.14675	12.1755	0.45	0.45	0.62	2.42	0.76	15.1	28.4	23.683333333333334	23.950000000000003	0.054849999999999996	1.0789166666666667	4.18	25.95	24.683333333333334	Fresh	30.982465174500003	115.664718513	0.27682868113082587	0.07415255993965521	-0.20267612119117068	417.8205742285	107.02314893
CB2.2	2012	11.308833333333332	0.5333333333333333	0.9033333333333333	14.533333333333333	14.6	0.04206666666666667	0.0334	1.401	8.592916666666667	12.015	0.5166666666666666	0.55	1.92	3.41	1.83	19.7	29	25.116666666666667	25.9	0.05076666666666667	1.0148333333333333	2.42	23.950000000000003	23.683333333333334	Fresh	52.031764263	30.982465174500003	0.07415255993965521	0.1245313598045667	0.05037879986491149	417.8205742285	93.2007656
CB2.2	2013	13.154166666666667	0.3666666666666667	0.6033333333333333	13.266666666666667	15.5	0.04565	0.04195	1.3419999999999999	7.7465	13.0295	0.42	0.4	0	0.79	0.228	18.1	28.4	24.28	25.9	0.05232	1.0882	3.41	25.9	25.116666666666667	Fresh	21.5671715865	52.031764263	0.1245313598045667	0.0516182613226347	-0.072913098481932	417.8205742285	29.97486607
CB2.2	2014	12.011375	0.35	0.5175000000000001	11.924999999999999	13.3	0.052625	0.052925	1.639	8.626035714285715	12.549	0.5714285714285714	0.5	0.92	2.65	0.8828571428571428	15	27.05	22.75	25.6	0.04914285714285714	1.2492142857142856	0.79	25.9	24.28	Fresh	46.703395965	21.5671715865	0.0516182613226347	0.11177859312274696	0.06016033180011227	417.8205742285	82.4469827
CB2.2	2015	5.162	0.3666666666666667	0.5533333333333333	10.233333333333334	10.3	0.07641666666666666	0.0491	1.73	7.80525	12.3885	0.5666666666666667	0.6	0.52	2.54	0.9883333333333334	17.1	28.4	24.55	25.6	0.0444	1.0078333333333334	2.65	25.6	22.75	Fresh	62.2152448575	46.703395965	0.11177859312274696	0.14890421557717592	0.03712562245442895	417.8205742285	93.01818645
CB2.2	2016	5.702	0.43333333333333335	0.10999999999999999	12.033333333333333	10.9	0.04278333333333333	0.04275	1.5843333333333334	9.878916666666667	25.952	0.8	0.9	2.855	4.42	2.5749999999999997	15.5	28.2	24.9	26.5	0.0413	0.9718833333333333	2.54	25.6	24.55	Fresh	32.4414209045	62.2152448575	0.14890421557717592	0.07764438351175655	-0.07125983206541937	417.8205742285	75.99227033
CB2.2	2017	2.373333333333333	0.4	0.33666666666666667	11.033333333333333	12.1	0.046	0.05295	1.2648833333333334	5.1803928571428575	8.722000000000001	0.7714285714285715	0.8	0.71	3.65	0.97	14.7	27.2	23.79285714285714	25.9	0.04742142857142857	1.1532428571428572	4.42	26.5	24.9	Fresh	39.3607473985	32.4414209045	0.07764438351175655	0.09420490475170852	0.01656052123995197	417.8205742285	73.61650737
CB2.2	2018	8.1525	0.5333333333333333	1.5433333333333332	13.066666666666666	11.6	0.04013333333333333	0.0391	1.4727222222333334	5.111142857142857	6.675000000000001	0.45714285714285713	0.5	0.11	3.12	0.7171428571428572	20.8	27.4	24.085714285714285	23.8	0.06434285714285715	1.3337880952428571	3.65	25.9	23.79285714285714	Fresh	106.7442159625	39.3607473985	0.09420490475170852	0.2554786014537502	0.16127369670204167	417.8205742285	141.96056493
CB2.2	2019	4.696166666666667	0.43333333333333335	0	12.7	14.5	0.037649999999999996	0.0376	1.7601499999999999	5.4275	8.9	0.65	0.6499999999999999	0	4.54	0.8366666666666667	19	29.1	24.833333333333332	24.65	0.04264166666666667	1.3043333333333333	3.12	23.8	24.085714285714285	Fresh	178.2464882005	106.7442159625	0.2554786014537502	0.4266101269178276	0.17113152546407745	417.8205742285	259.42839445
CB2.2	2020	4.908	0.6166666666666667	0.6066666666666667	11.933333333333334	11.6	0.04016666666666666	0.04675	1.4819833333333334	7.169035714285714	11.392	0.7285714285714285	0.7	1.57	2.58	1.5942857142857143	18	28.9	25.87857142857143	27.05	0.04185714285714285	1.1070285714285715	4.54	24.65	24.833333333333332	Fresh	152.612956384	178.2464882005	0.4266101269178276	0.3652595534956548	-0.06135057342217281	417.8205742285	208.4570272
CB3.1	2000	4.5752	0.54	0.5660000000000001	14.3	12.3	0.04836	0.0479	1.3423	10.374571428571429	36.526	0.9	1	3.84	7.62	3.4828571428571427	19.4	26.9	22.728571428571428	23.3	0.05204285714285714	1.1343857142857143	7.62	23.3	22.728571428571428	Fresh	10.9644506405	0.0291547195	3.988928139296693e-4	0.1500148395933636	0.14961594677943393	73.0891068525	98.05831707
CB3.1	2001	13.2326	0.5599999999999999	3.25	11.98	9.9	0.05102	0.0485	1.41396	8.942714285714285	17.444	0.7857142857142857	0.8	4.9	8	5.331428571428571	17.8	27.2	23.714285714285715	25.9	0.05148571428571429	0.9810428571428571	7.62	23.3	22.728571428571428	Fresh	0	10.9644506405	0.1500148395933636	0	-0.1500148395933636	73.0891068525	0
CB3.1	2002	21.331599999999998	0.66	4.268	12.959999999999999	14.1	0.04894	0.0479	1.1130200000000001	6.885142857142857	13.457	0.6285714285714286	0.6	6.19	9.53	5.081428571428572	15.6	27.4	23.1	25.6	0.05564285714285715	0.8720857142857142	8	25.9	23.714285714285715	Fresh	0	0	0	0	0	73.0891068525	0
CB3.1	2004	10.0526	0.42	0.788	14.84	15.1	0.0524	0.0475	1.5106	7.030749999999999	13.158	0.7375	0.6499999999999999	1.5350000000000001	3.06	1.52875	19.8	26.4	24.15	24.9	0.045925	1.3016375	2.71	26.2	22.82857142857143	Fresh	6.779632477	0	0	0.09275845292078712	0.09275845292078712	73.0891068525	54.04686126
CB3.1	2005	15.8792	0.48	2.084	11.48	14	0.06922	0.0411	1.7204	11.774625	32.296	0.6749999999999999	0.7	5.21	6.99	4.965	15.6	28.4	23.9875	26.299999999999997	0.0520125	1.1	3.06	24.9	24.15	Fresh	14.167558803	6.779632477	0.09275845292078712	0.1938395393391704	0.10108108641838329	73.0891068525	42.54869894
CB3.1	2006	9.1206	0.78	4.13	13.08	14.4	0.044700000000000004	0.0439	1.43304	11.129999999999999	23.624	0.6875	0.7	4.39	6.12	4.10875	17.4	27.9	23.3625	24.55	0.059075	1.040975	6.99	26.299999999999997	23.9875	Fresh	0.9781243495	14.167558803	0.1938395393391704	0.0133826282960871	-0.18045691104308328	73.0891068525	5.35627419
