simnum_OB	year	STATION	Chla.summe	Temp.summe	Temp.summin	TP.summe	TN.summe	Sal.sumy1max	dens.percomp	denscomp.max
1	2020	CB3.2	21.9118	25.2	18.7	0.05442	0.8498	6.25	0.26328117196000417	159.62227264350005
1	2021	CB3.2	12.201984681877985	23.131943992370637	15.555005216860438	0.05127848978204087	0.8876170126010405	6.3774999999999995	NA	159.62227264350005
1	2022	CB3.2	20.51147805466428	23.417902166922342	16.267902166922347	0.05644914551120698	0.9696704424529506	9.188526772747212	NA	159.62227264350005
1	2023	CB3.2	22.04721224377734	22.890551545228263	19.66157195339153	0.02088106594625524	0.8938216297169118	7.850805660666013	NA	159.62227264350005
1	2024	CB3.2	13.19918146690368	24.219449386555784	18.330401767508167	0.03623619806597765	1.1667136755788632	7.2047125699553325	NA	159.62227264350005
1	2025	CB3.2	14.068216336288916	23.99562405224939	19.877231195106535	0.04805671879114196	1.2318643925137835	4.113106542170664	NA	159.62227264350005
1	2026	CB3.2	14.250933178462995	23.72695400733149	17.07246421141312	0.0322782774314725	0.7914691324670058	11.617340591325842	NA	159.62227264350005
1	2027	CB3.2	13.012824170297108	22.48660586617509	15.320075253930192	0.05492413171506025	1.2230525781275086	12.668869741021256	NA	159.62227264350005
1	2028	CB3.2	12.777774685940663	23.05335862219574	15.607644336481457	0.03958511367471851	0.6783824377058523	10.354680338523064	NA	159.62227264350005
1	2029	CB3.2	16.29436652811475	23.50484163850233	16.511448781359476	0.04446952945790619	0.8138570756182582	9.930771530535392	NA	159.62227264350005
1	2030	CB3.2	12.602936261445455	22.899418778822156	15.408194289026238	0.04319333274609578	0.7325562326337577	11.826728398363516	NA	159.62227264350005
1	2031	CB3.2	11.788690518585604	23.57653048978843	16.014897836727204	0.04707795248586605	0.7936757831589348	10.526252428283746	NA	159.62227264350005
1	2032	CB3.2	20.15663967368483	23.87208050107483	16.744937643931973	0.05210969665040631	0.8796605055278517	8.9393385005209	NA	159.62227264350005
1	2033	CB3.2	16.298183386607306	24.41519017713623	15.672809224755277	0.02167704250562271	0.6653378539608276	7.394293661757283	NA	159.62227264350005
1	2034	CB3.2	13.99775907231889	24.09384769506164	17.758949735877966	0.03840441902310407	0.7810622713623008	11.861818544973366	NA	159.62227264350005
1	2035	CB3.2	12.448680676397712	24.558426506504468	18.794140792218755	0.0440609947952874	1.1526151259136357	6.707619756220672	NA	159.62227264350005
1	2036	CB3.2	17.60809071585086	24.39049695551141	16.60144933646379	0.03127286613569787	0.7286898582297103	7.00043291361007	NA	159.62227264350005
1	2037	CB3.2	27.940330347140677	22.66493678636199	14.036161276157904	0.04536463040828128	0.9803489695087344	5.71224351111187	NA	159.62227264350005
1	2038	CB3.2	13.938187835573435	23.75818195980416	17.582646245518447	0.02992655096837964	0.6613849210306723	8.806631510256155	NA	159.62227264350005
1	2039	CB3.2	11.603296004278231	23.73975070813082	16.534240504049187	0.04449470632239557	0.7456403506256584	12.246730381931268	NA	159.62227264350005
1	2040	CB3.2	16.93015536345908	24.14183495583907	16.562549241553352	0.04213365801994903	0.7727187406025279	7.267243319005259	NA	159.62227264350005
1	2041	CB3.2	15.795935470939408	24.34992706805674	17.7833199251996	0.03898761939637393	0.6834312227367108	8.506488461006674	NA	159.62227264350005
1	2042	CB3.2	28.46012204100469	23.210699422825986	14.33967901466272	0.04979283114794899	0.9867671302978852	4.800292232141569	NA	159.62227264350005
1	2043	CB3.2	20.018051808348854	24.826318159329748	15.626080064091656	0.02725965299233378	0.5880793280228519	8.394243126898637	NA	159.62227264350005
1	2044	CB3.2	12.458589738958576	24.09367660990094	16.577758242554	0.0354910703273694	0.5896238175372586	11.678779102960966	NA	159.62227264350005
1	2045	CB3.2	19.24603651310535	24.71186811187453	15.748058588065009	0.04769464619959277	0.6728211501616416	8.310291186739086	NA	159.62227264350005
1	2046	CB3.2	28.447486008340803	23.137309531997182	14.335064634038003	0.03047947337233618	0.7831677813781859	5.413674066108186	NA	159.62227264350005
1	2047	CB3.2	11.18973176207951	24.865059555106495	18.904583364630312	0.03318122759089801	0.9807184396987548	6.844193829549095	NA	159.62227264350005
1	2048	CB3.2	13.774110849151745	24.87562922425604	17.97652208139889	0.02794364637528605	0.4649891449108048	11.634584388580969	NA	159.62227264350005
1	2049	CB3.2	16.740681772958524	24.837881170862012	17.280024028004874	0.04122972547379986	0.784445035465177	6.477245302573005	NA	159.62227264350005
1	2050	CB3.2	11.55469487363621	23.80410197773937	16.390836671616928	0.03597225815374612	0.5447819370148522	11.440066139625175	NA	159.62227264350005
1	2051	CB3.2	12.82860032125253	24.525685222773813	17.842649508488098	0.03491668411600544	0.6801383125518531	7.960443899219089	NA	159.62227264350005
1	2052	CB3.2	12.977360190637508	25.05124624755652	18.869613594495295	0.03975900291039755	0.6988774461216124	11.048108226394568	NA	159.62227264350005
1	2053	CB3.2	20.07235458383207	24.73744321535279	16.676014643924223	0.02589242882263686	0.5869777390846742	9.651487692580208	NA	159.62227264350005
1	2054	CB3.2	21.04506360287709	24.23530029946832	21.350810503549955	0.02938754318525612	0.673029736813731	8.055479159621578	NA	159.62227264350005
1	2055	CB3.2	12.958099492670272	24.41696369929195	18.170892270720525	0.03610771409549471	0.6127410044484802	8.587111447471422	NA	159.62227264350005
1	2056	CB3.2	11.217511743007709	25.098104210414643	16.69846135327178	0.01864412763651136	0.5315491803533546	5.305064902116078	NA	159.62227264350005
1	2057	CB3.2	20.136101884501624	24.09296196297937	20.998064003795697	0.02827058607803636	0.6404373679810993	7.4631941065251155	NA	159.62227264350005
